,Belarus,Mongolia,Russia,Guatemala,Slovenia,El Salvador,Ukraine,Poland,Latvia,Estonia,Paraguay,Kazakhstan,Denmark,Kyrgyzstan,Lithuania,Nicaragua,Finland,Haiti,Grenada,Bahamas,Lesotho,Honduras,Moldova,Saint Lucia,Germany,Bolivia,Cuba,United States,Austria,France,Mauritius,Iceland,Belize,Hungary,Brazil,Croatia,Slovakia,Czech Republic,Luxembourg,Suriname,Mozambique,Belgium,Canada,Turkmenistan,Serbia,Swaziland,Micronesia,Mexico,Norway,Eritrea,Azerbaijan,Somalia,Costa Rica,Netherlands,Uruguay,Sweden,Djibouti,Rwanda,South Africa,Botswana,Zambia,Namibia,Vanuatu,Tajikistan,Solomon Isl.,India,United Kingdom,Ecuador,Cote d Ivoire,Burkina Faso,Bosnia/Herzeg.,Uganda,Equ. Guinea,Burundi,Cameroon,Pakistan,Angola,Switzerland,DR Congo,Togo,Gabon,Romania,Malawi,Kenya,Chad,Samoa,Ethiopia,Guinea,Benin,Ghana,South Korea,Sierra Leone,Comoros,Saint Vincent,Niger,Sao Tome,Gambia,Madagascar,Nigeria,Laos,Montenegro,Tanzania,Australia,China,Ireland,Georgia,Mali,Cambodia,North Korea,South Sudan,Liberia,Peru,Cape Verde,Senegal,Tonga,Bhutan,Argentina,Chile,Barbados,New Zealand,Nepal,Panama,Kiribati,Mauritania,Afghanistan,Myanmar,Thailand,Zimbabwe,Timor-Leste,Portugal,Malaysia,Seychelles,Bahrain,Albania,Philippines,Yemen,Brunei,Bulgaria,Israel,Spain,Guyana,Syria,Malta,Uzbekistan,Saudi Arabia,Libya,Oman,Greece,Sri Lanka,Cyprus,Sudan,Morocco,Iran,Lebanon,Italy,Qatar,Tunisia,Kuwait,Jamaica,Japan,Indonesia,Fiji,Turkey,Algeria,Bangladesh,Egypt,Iraq,Maldives,Jordan,Venezuela,Singapore,Armenia,Colombia,North Macedonia,Papua New Guinea,Central African Republic,Solomon Islands,Trinidad And Tobago,Guinea Bissau,Vietnam,Antigua And Barbuda,United Arab Emirates,Dominican Republic,Republic of the Congo
Hepatitis C,151.189168,19.997569,18796.358705600003,1655.3984831999999,0.0,946.98593,5033.7560062,102.1858497,68.846227,36.745019500000005,499.27766,336.1030553,13.901284799999999,214.6460155,20.1449386,158.3268406,4.432576,3226.9154240000003,3.2069055,126.62456800000001,5456.308203,1086.5353879000002,157.324557,0.0,251.351826,200.7759612,425.88076159999997,4534.736318700001,28.8204736,293.7307995,124.7604408,0.30711869999999997,133.4837196,13.5244914,11563.2322848,5.7473738,1.6378925999999998,7.496286700000001,2.0031296,138.2691624,69965.2912475,30.1330198,124.5491082,3181.458,23.5909017,,0.0,4164.5279219,8.1318615,384.7866785,366.0242897,996.5050193999999,176.7658946,23.9888208,185.844555,10.099265,382.1584,3813.1329792,71971.095315,5943.9724052,24448.821754500004,3750.8839610000005,0.0,262.2852375,0.0,46230.1468975,156.1378253,652.792998,,4268.4483466,,31629.9063405,,2545.8168544,19622.7019296,7974.213474,16423.276118399997,19.040168400000002,17401.7806029,3757.7128236000003,1349.0173774,234.6998302,19122.3000192,26251.146707199998,4106.466,0.0,15658.040685599999,4131.577307,3053.83408,16133.070448,56.396103499999995,2725.7350911000003,0.0,,1721.0923884000001,,1711.4842775999998,1697.4594034,55266.0238109,323.76242,0.0,38462.862970199996,38.249826,23317.045171200003,7.4066790000000005,86.16600720000001,7626.4637078,1680.2559825,652.2040448,10348.5987625,2578.4057738,853.9710186,35.8611615,1731.3220518,0.0,62.345926399999996,1491.4605419999998,485.5515054,24.02455,8.680019399999999,917.8094520000001,665.3370714,0.0,334.775376,669.5675512,7579.28514,12235.936143400002,27884.331716400004,,225.34726890000002,2637.8289185000003,0.0,4.2539375,26.1879527,208.20404820000002,575.6411052,0.0,21.5401795,24.235498000000003,378.7137018,274.8212688,15.7505922,3.090801,682.7717412000001,174.069355,208.20014759999998,33.703731600000005,39.6076052,38.5438482,0.36220769999999997,3043.1386440000006,291.593424,2309.8060975,50.508292999999995,362.770956,0.0,243.4635514,4.6976281,752.4325347,37.9429383,33506.6428375,30.7480635,202.41376079999998,188.55948919999997,592.8817788,419.57105640000003,0.0,0.0,2.0406268,7430.311121999999,11.700684,58.672211399999995,2584.8508628,0.4166748,646.8698352,5727.620685299999,0.0,172.2769728,2026.4506297,4594.3809288,5.1412725,40.5506482,2051.339781,5612.9980964
HIV/AIDS,195.6009861,343.892621,9879.763077399999,1060.6016256,246.14625919999997,136.8589255,489.8181344000001,2009.6550441,375.5420218,881.084547,1131.9337805999999,1950.8998573000001,223.57899719999998,693.5219285000001,431.4828065,1557.4326454000002,622.222856,4221.215865600001,21.9307327,209.00918599999997,1601.3311275,1349.0074734,1579.6999107999998,38.7269343,7004.3375512,2001.9231014999998,1770.3500808000001,33960.8719926,1057.3511252,1723.2206904000002,434.18159520000006,9.7936741,69.5451372,2882.6487383999997,24848.1958473,356.74770229999996,537.2287728,977.7299653,21.2206542,150.5297712,17421.779469,206.2952894,1053.0060965999999,806.37144,708.6007881,,47.734545,18437.383679000002,83.4871114,1851.9410462,2836.9417246,7954.557610999999,654.0847512,277.58492640000003,277.8984,537.2808980000001,378.2064,3907.6841706,20081.922434,935.4772206,10331.78271,957.921185,96.750675,4500.8146755,159.49446479999997,147384.468318,2016.2145267,2556.4785246,,6519.7308487,,14056.211451100002,,4061.8918143999995,5771.0706162,44288.91417,13609.9232352,694.1006844,45237.4646553,1779.92566,997.1288319999999,4288.0813239,6288.0152224,15340.950748800002,4050.6180624,47.143166400000005,34178.6747124,3671.929482,2658.61776,5509.232262,1768.7868825,1619.327549,315.9260433,,4417.71253,,553.1753052,16262.934871399999,33126.6319523,1775.964196,29.142262399999996,18702.783655799998,662.9969840000001,241806.39436799998,92.3365982,2208.4028512,4285.0762628,4189.772629,4702.0560384,2965.2177525,936.6825212,1008.9387323999999,71.3887308,2968.6982571,7.092134499999999,98.3028592,3760.2883968,2282.4743994,31.8698875,146.5958832,3374.0423664,452.18758160000004,23.650902000000002,749.0599037999999,25638.2086756,11159.44998,1375.0595666,3110.8099932,,463.95025949999996,792.9669755000001,38.8864038,121.15214,244.03718560000002,54407.005227,15703.370045999998,66.2780685,2280.479649,204.27062599999996,2206.8255216,360.0048504,1282.7982314,11.5242723,4642.1784560999995,1490.0336788,1608.5694572,1090.2646510000002,779.6444392,873.6605592,62.4204603,17640.557298,12763.671648,21611.3857777,1552.7887375,6511.7386602,178.3371807,2665.0985845,672.1878754,555.2188125,1353.2981327,75848.0984395,243.5641065,13789.437454500001,10445.318680800001,21854.281124099998,34824.3976812,6544.1996111,33.6218368,3383.3592343999994,5482.449232000001,493.76886479999996,497.2321754000001,5673.4423465,397.2994218,2324.4368352,3552.2936284999996,159.49446479999997,157.0225536,510.1058592,18435.9268626,22.9741434,3510.1036698000003,1958.047755,2884.3040749
Hypertension,962.8860136999999,352.74400399999996,38482.9176294,309.9393264,107.48109459999999,77.18583949999999,8112.612851,1937.7464831999998,571.8952336,117.53100099999999,185.445988,3905.555056,138.4336278,409.0670265,293.73498309999997,184.16260119999998,253.76497600000002,1319.2724896,3.8032774,46.3634676,453.5141133000001,567.5339811000001,347.3242143,25.1752617,3602.7095059999997,402.71922450000005,687.5255912,18668.5495164,531.377482,2186.6626185,85.0812792,11.6705106,24.85175,885.8541867,15665.6290329,217.57915099999997,223.84532199999998,389.80690840000005,24.2253486,40.2429552,2003.4733835,391.7292574,1109.6193276000001,814.212,6586.230259800001,,9.0178032,1946.8845703,113.84606099999999,203.5645654,1727.7157607999998,931.3428092,157.40824619999998,517.4731343999999,182.718198,260.561037,61.4536,659.2678962,7561.857975,313.4718791,1163.7043515,317.3590345,18.1522695,135.43455899999998,28.9865048,15456.049112,1676.7844717000003,321.1035828,,1898.0171884000001,,2030.9007108,,577.8921024,2094.4685907,3556.3666740000003,3237.327792,364.35958619999997,8794.929774600001,601.0353623999999,198.5354728,2189.2492358,818.7619456,2269.1486911999996,1110.3884064,10.218321000000001,4127.1928092,956.067476,854.6856,3458.4182220000007,794.6723675,548.8164304,43.8278904,,1805.8156424000001,,155.63341920000002,1833.1453916,11317.063436100001,339.04109600000004,170.0174662,2514.8105778,872.0960328,24900.3013248,157.5153734,223.79226870000002,1356.805811,698.8527369999999,618.691584,352.6023375,243.27445609999998,481.3890684,19.5707424,927.6135558,2.9383209999999997,9.5679392,4117.3350113999995,525.6955275,24.1107625,196.26488310000002,314.67752640000003,255.00272969999997,10.7026304,225.97337880000003,1292.4210871999999,2263.44768,2080.0393444,2317.1298516,,373.1995494,1352.8987582,9.2347833,89.3326875,277.4196308,4788.6931086,1067.7695112000001,30.317294699999998,297.39344600000004,154.9340765,1944.9987648000001,99.81344879999999,476.0178976,12.363204,515.4257262000001,2144.5344536000002,148.4199072,221.1169058,382.5260818,391.8624567,32.3572212,1306.707948,1155.300528,1923.4385321,163.1281355,1801.7624148,96.22717019999999,282.4649941,58.50682270000001,121.70396370000002,2630.7103888,12800.905181999999,57.99999149999999,1568.7066462,960.3378636,1976.272596,3141.6662027999996,2184.0813698999996,9.2433024,127.539175,625.59068,156.2041314,121.49296299999999,1251.7191186,2714.4279846,389.195544,621.5910129,28.9865048,59.6181888,121.0320615,4798.7919446999995,4.9845861,224.5121254,323.267718,506.56038659999996
Inflammatory/Heart,63902.9366521,34816.751116,1061629.4307114,131306.7809856,8025.9480428,39342.725048,324653.2088308,190330.60671899997,12075.062356399998,6361.796552999999,40885.8475774,133340.9070898,22436.673667200004,43590.756473,16521.0274832,42528.3117692,20689.602552,129539.5595968,844.6201426,2741.5791947999996,45975.0200139,79940.083097,29424.1295183,1182.9802221,310151.3964956,91393.9179195,59542.88765040001,1591526.9465382001,33463.271769,221016.10824600002,8557.090988,1187.2526456,2532.3734436,58197.818564400004,1220112.3095217,20367.0506404,27823.4275604,51103.257332,2166.4472601999996,4882.1274936,460020.6178735,44020.865040900004,130425.5615778,49700.1036,56297.502564300004,,1593.3446052000002,737276.1614799,18360.6590188,44294.79829,93170.9252884,247694.27554779997,19578.7331212,62862.7049064,18883.543653,34954.566091500004,10068.0164,117450.712824,623381.778852,30688.2620246,226628.2052625,28909.1466375,3726.2524255000003,96001.1657475,8548.6835104,11171687.498328999,257260.82728559998,83229.3429396,,241637.6552254,,457588.45992729993,,137789.2159136,312497.899236,2264080.217298,378343.37675520004,26569.68954,1058902.3799496,91683.55681040001,23231.5437718,121612.98742559999,205459.5104704,560538.875152,209176.80769440002,1773.7021115999999,1012070.4505992,162333.16571549998,131804.64272,322549.546376,160026.5071405,96250.27687799999,8036.3306814,,269233.5565612,,26288.0311704,302491.14242840005,2188501.5605774,67683.807124,4104.6625364,567893.210526,81609.8287536,8004223.4507136,18111.799048,30651.1635612,224444.03230559998,149241.8410725,193539.6168832,121760.86306,53414.6748091,137040.9167802,3873.2834355,151252.9157691,803.91617,5531.7349128,258406.837845,75616.0446756,1701.6335875,17156.058344099998,245900.09111600003,18653.6006944,1932.0517403000001,39429.09984,495631.80843740003,485395.26678,348022.690308,206294.4125352,,38111.2195584,218004.4228644,711.638892,11948.799965,18810.1445311,1084239.0181632,291593.537046,3209.4334398,46242.5963195,29055.7654415,147908.74020300002,8788.6960824,137135.15608800002,1576.9708245,249971.4364461,238770.93425350002,40407.31973519999,40118.1645186,40830.2294342,122605.8397993,3876.1053336,372104.82036,276910.403232,443491.1700149,40360.22137400001,196174.44063959998,20553.7202073,63580.6246343,16601.4177054,17191.6472519,358219.2804903,2298418.936845,9494.3386395,409170.98355049995,232756.95644759998,1037460.7682085001,833165.7836064,299134.68044100003,2456.2859904,51575.8220566,177258.27558400002,18568.985507999998,17888.2090181,221248.98664619998,16070.522023800002,100478.65832959999,91935.5807984,8548.6835104,7699.8430272000005,26840.384838399998,680532.9412205999,581.6786742,61327.4156814,74771.389257,63719.5578238
Kidney Disease,346.79015409999994,33.110729,5457.9488788,720.2058336,92.30484720000001,311.33784,1696.8699656000001,1752.2980893000001,82.6154724,49.7450625,315.2581796,612.1206481999999,237.480282,161.1476165,125.22529399999999,259.02006140000003,152.923872,409.3507552,3.6119883,9.634478,52.056650700000006,589.3241165,104.88303800000001,3.3970995,3518.9255640000006,400.3846203,425.88076159999997,14663.417439299998,361.15655979999997,3035.2182615,36.3725648,9.827798399999999,3.4991264,478.18737450000003,7907.2103124000005,195.41070919999999,261.5168518,504.3930051,29.4835638,21.118752,853.2733754999999,514.5792612,1532.3314523999998,148.97064000000003,408.0352257,,6.579315599999999,5002.5908164,181.06944939999997,222.0059546,143.9763134,1013.9875636,232.8011926,709.3837007999999,169.518024,343.37501,57.6004,512.9078328,1980.910246,17.8723652,538.6498815000001,42.179023,12.470087,115.40550449999999,25.8268384,38502.1223415,2409.9533905,926.260335,,171.4068386,,1221.2848869,,233.05936640000002,403.49711759999997,6140.807051999999,713.1981023999999,291.6607614,3045.087702,62.09043,31.6054228,750.2699489999999,118.6057024,2408.9540608,537.1257528,4.166694000000001,6966.7934328,26.26559,421.88736,428.80657199999996,1358.6334025,58.2319759,7.130728199999999,,561.5941408,,2.1750012,562.1276654,4246.4755334,363.778,14.131485,740.7043031999999,1121.9948960000002,50088.467404799994,167.39094540000002,120.0739267,313.88791150000003,692.1651509999999,886.7912703999999,548.4925250000001,33.3806946,1853.0181948,15.122846400000002,170.7880554,3.1180025,20.756255200000002,1834.9484243999996,693.9180963,18.219575,216.5182617,760.4706888,187.6923645,5.303535600000001,33.9425034,759.102747,1659.4989,3175.8989989999995,419.1344568,,417.04539809999994,1482.3627542000002,5.9499935,75.7200875,94.3917416,4196.9552874,1017.0653724000001,23.7988576,250.8388645,431.91119649999996,1617.7153188,21.7874904,1076.290467,13.643678699999999,609.1394946,1134.9321946,303.02397720000005,180.77456039999998,522.1950054,987.1507789,51.3127575,2793.197862,1118.389968,4619.612195,345.36751699999996,2521.2581442,97.6676967,372.2864985,202.4250654,122.29619709999999,3490.7503236,12390.619759500001,35.768155500000006,4722.987752,1328.6866332,2124.4930406999997,4635.7485012,1926.6574147,15.5136128,615.2489802,1023.69384,184.87080720000003,112.0105854,2147.2580002,79.7932242,380.24852,149.23980029999998,25.8268384,54.0202368,9.4464048,4798.7919446999995,4.2892902,228.46828620000002,432.83160900000007,93.807479
Leukemia,218.27936129999998,2771.138537,6596.237682399999,2911.2798,125.5678552,357.38989549999997,1272.6524742,1173.2449410000002,74.8820606,51.8675185,191.1520184,1025.2082022,214.89069419999998,591.7444865,111.61384899999999,724.0637522,222.182872,1003.4224640000001,5.851196,12.072590799999999,102.3995022,586.3527344,353.7785551,3.0114827999999996,3376.4928626000005,819.4460742,455.32996319999995,15524.0243319,430.50582440000005,4347.2158326,38.6617472,13.0354826,37.8939484,404.76870690000004,10224.107957699998,220.8633646,256.603174,433.7137305,28.043814400000006,49.4530776,2334.7809945,450.8363347,1588.9446834,385.9968,470.9442969,,12.019903499999998,7413.6332975,140.41014189999999,126.2525876,391.3722322,575.3346364,315.3259042,544.8889296,92.74859099999999,339.335304,26.3796,1486.9146264,3238.254474,101.59028640000001,408.123801,77.243512,43.983164,459.71448900000007,104.8184984,36846.1170795,2471.0508004000003,1047.9974076,,3020.5229484999995,,3517.4834383,,857.3255264000001,1826.3553744,7046.465646000001,1301.5043712000002,376.47605699999997,8588.9385477,623.3879172,82.57473139999999,1602.4996603,619.8104448,3102.6037791999997,980.6240808,9.7421274,3448.90764,2597.6668510000004,797.70656,5468.83744,6444.5365545,824.0223439,56.0892645,,1902.6422184,,745.0587444,1874.6819185999998,12760.040559100002,1845.8095720000001,29.0794558,3374.9833170000006,1175.5446524000001,133857.111168,196.0301042,238.5521866,1326.4295614999999,4208.1634905,4294.7507456,705.204675,869.4153639,2449.8087522,71.722323,2337.4522092,25.979830999999997,45.524872,1627.0478640000001,973.0146309,8.218925,167.8137084,346.72801519999996,176.47397030000002,14.1547065,595.1562240000001,1642.7762012,5870.81742,16179.6349004,1156.3354872,,554.7009696,2252.6735304,5.3500768,64.8300075,258.13839090000005,10662.238889400001,1455.5070432,47.20398409999999,314.7645585,257.06938950000006,2281.6331664,32.0126664,600.2725694000001,16.028010899999998,1639.9909470000002,1678.0285822,253.5506748,240.01142199999998,599.325605,867.2365845,39.60137519999999,1797.8196599999997,457.690944,4586.0150154,232.7476745,3609.5710121999996,131.3760168,334.4669177,261.3589452,92.98064380000001,8372.7417182,23331.564359499996,80.9489835,4326.5941371,666.5358688,3771.3868707,34906.2652044,1222.7637872,49.730048,358.13000339999996,1069.1913439999998,486.74845440000007,261.3580326,1943.7264362,163.54485899999997,1086.1687136,256.4606277,104.8184984,50.1016704,262.1377332,23721.4117023,3.8094381,499.465301,730.0643430000001,352.6057593
Liver Cancer,1385.2707518,2464.946251,32835.25395,8724.881616,226.604242,836.0718245,10985.9210144,5430.9886785,245.77159939999999,229.3579015,653.3404808,5531.6178822,404.29569960000003,2221.4883975,444.54979369999995,1624.3406407999998,637.736872,3531.3629215999995,9.2156337,63.705528,1099.6164117,4257.9905493,2039.9750890999999,28.627449300000002,8118.663979799999,4682.0487231,1166.641448,29724.0380598,770.9476688000001,4268.8876194,109.49922479999998,5.869379599999999,80.32085599999999,1838.3647953,19172.859413399998,491.40045990000004,936.8745672,1373.9622622999998,50.5164246,142.6689024,8689.01093,855.3141774,2162.6254242,2532.50088,546.9594246,,32.0684124,31743.2437886,130.6519081,2190.2696096,3790.0243626000006,9082.976373,317.8729632,517.4731343999999,144.85454099999998,402.96067350000004,420.394,5338.9042596,10918.729829000002,714.4242825999999,11739.993663,597.112675,84.15773,3609.9986325,141.841546,306912.975224,5362.994869,3662.6980104000004,,6760.118488200001,,15414.719359,,4510.1743712,9681.2762361,84049.53536999998,15322.256006399999,378.2069814,32466.0085875,3071.4066040000002,784.7938083999999,5259.5847194,8264.139264000001,30886.232422399997,7542.7567487999995,37.6589772,57838.18112280001,5519.7137385000005,4772.903839999999,11416.198156000002,3845.188875,2656.3353389999997,317.404365,,9871.4694232,,809.1004463999999,10057.3777376,86558.01342110001,1800.7011,37.997993,15817.6209264,991.9454876000001,108956.8098432,203.9305618,1302.8619422,6652.3986405000005,11541.101539500001,3694.1043328000005,3774.52407,1735.7961191999998,6347.081895,135.4940319,4606.254317700001,22.375631500000004,205.7106928,3529.7899494,2066.4613281,14.196325,99.82022309999999,8746.869761599999,326.6278619,43.491380899999996,1203.3314904,10588.510112,18113.02242,12515.1360554,4222.5567083999995,,614.8615527000001,5796.7504209,27.655176400000002,337.59248,238.85715100000002,9478.763247,6332.052157200001,8.312101,1072.839908,230.237231,2239.5538662,211.8184536,2740.6030428000004,11.7891981,12005.403116099998,9357.9685248,958.5452339999999,903.872802,403.37218980000006,1062.0971504000001,33.806051999999994,8379.593586,5396.323871999999,7903.7365009000005,709.84628,2370.1035792,789.1204167,1236.2275474,294.669399,142.13601599999998,6045.5748358,109956.49323,97.712505,6021.8093837999995,4174.6193888,27404.3133312,95549.6330148,4400.340734199999,42.324595200000005,934.6070744,2377.2445839999996,140.408208,445.3754229,2299.9066732,144.3778182,903.649424,2551.5659060999997,141.841546,108.46032,891.1108528,22718.824338600003,2.9182842,1076.0757376000001,2875.7809410000004,2003.6173896999999
Liver Disease,92.60336539999999,120.968901,2364.1382844000004,919.0686384,27.6498754,232.8547595,1277.0258503999999,787.2095088000001,10.751328599999999,10.081666,413.687204,505.0934183,138.4336278,518.0210830000001,13.339216099999998,311.354038,41.001328,1294.186928,5.5248793,14.550028000000001,406.1704104,466.50698969999996,120.2120974,20.19897,1089.191246,792.5981259,148.3786696,7844.7628287,54.939027800000005,842.0282919,46.0380016,3.8560459,12.803621600000001,158.42975639999997,6674.3656938,16.0105413,129.9394796,124.22417959999999,4.068857,36.8404896,3388.089154,91.5580217,717.100926,666.4476000000001,261.2473929,,8.4426882,5557.001654299999,30.901073699999998,234.06378599999996,615.4480439,1802.2913747999999,175.747071,236.46123359999999,72.253584,61.60551649999999,144.8408,902.7695945999999,4246.502204,243.6285572,1772.2132620000002,238.336889,18.9508465,681.9416175,27.7501136,165324.525323,1642.8414662,822.1663164,,2270.0954478,,3366.5381152000004,,1083.2504224,2933.3178615,37993.48248,3588.9969024,136.7430276,10245.8245032,774.8885664000001,198.5354728,409.7628183,1689.1747616,4371.6063648,2120.5790424,7.1230626,10944.5335776,1444.60745,1677.85088,2930.178242,830.560797,1005.8975562999999,127.3965465,,2757.1367516000005,,221.60845559999998,2107.2864698000003,30302.519582999998,616.2399320000001,6.3434666,4468.1195064,260.0988168,25332.0984576,68.6352254,120.4728434,2671.0848727,1081.7170355,1131.6900223999999,1476.4523275,592.7602132,1048.5049572,25.5198033,1401.4666899,5.242472,57.0218312,1753.5960312,514.2258069,6.5808875,90.17575710000001,2464.9739568000005,174.3165868,12.5899246,740.2255536,4698.6513622,4847.91318,2031.1793598000002,1761.256494,,153.9703059,831.8061743,4.5141273,73.6781975,122.8819319,7013.188992,3689.4717467999994,14.7867902,179.26988100000003,66.6476195,430.1439576000001,59.3060208,906.5340844,16.160473800000002,1506.114135,811.1631943000001,281.03584279999995,142.4748654,234.518715,456.10220369999996,9.5381361,6217.825067999999,2432.405904,3393.3151396,153.5725125,683.2186337999999,67.9928508,746.9367208,168.2604974,198.99042239999997,404.72467520000004,16684.940515,54.145278,3154.2811058,2929.2497392,12154.0764654,6150.2976804,3217.79944,15.7298304,560.1520566,2522.2678779999997,38.027223,132.4569621,1877.5786779,93.5434926,773.0228736,721.0842131,27.7501136,84.38912640000001,251.90412800000001,5538.5651451,1.5178995000000002,283.8545374,1009.9404210000001,512.6302823
Low Birth Weight,1750.9595519,674.9999109999999,32397.450564000002,628.8364368,570.4605872000001,287.33888149999996,8637.417995,13204.6825779,443.6337696,308.28673399999997,930.0829552,3851.1026057000004,1669.3126164000003,881.4187445,615.5095429,393.49850760000004,955.2201279999999,775.3719039999999,12.4450438,29.060731599999997,82.90503629999999,593.2859593,753.9476847,15.3328545,20753.2824334,1014.3855249,3331.1577656,84538.0770654,2052.5581042,17956.7428761,129.8475128,74.2886011,46.403187599999995,4206.1168254,28057.843043999997,1327.2328211,1414.5932422,2574.4390323999996,159.4365966,110.46280559999998,540.7190254999999,3301.8835927,10277.188534199999,574.17024,3512.4231420000006,,35.9906967,8006.7239613,1197.5521369,115.9679667,1327.2182693,583.2812474,283.2329608,5114.759292000001,954.9283769999998,1626.9915915000001,28.4544,577.6689228,10877.213746,79.7201553,810.7324155,111.291639,27.1209035,553.18341,66.284306,107916.34290700001,16754.2675148,1180.3203126,,631.2788446,,1463.712224,,227.1139744,735.3204051,16279.765458,1262.0648448,1689.3822144,3116.7368244,177.99256599999998,182.06504120000002,5444.266553,367.29507839999997,1720.6814720000002,280.8822744,42.7780584,4656.0253139999995,273.16213600000003,130.93056,531.347274,10715.259665,189.05449710000002,1.8261621,,130.71587760000003,,87.4833816,318.446707,2824.1123693,1529.322712,212.41192120000002,358.405308,4837.3279948,527224.2991488001,1187.537533,716.4543932,771.5567373,2646.6121595,9718.613632,364.915435,135.5458508,3125.7317592,67.274427,433.6677093,30.101936000000002,59.259494399999994,8126.2001652,2454.5202084000002,23.622225,1042.0845513,5291.2443328,299.01335309999996,22.7430896,128.7955266,2686.055874,9021.144839999999,14867.395314000001,710.4477672,,1957.768128,4935.8148475,16.9451881,234.9875075,620.1652535000001,14749.6130988,1458.4896395999997,108.3635483,1641.9175535,1519.0463925,10678.7912952,41.7659112,3307.624362,90.2072349,2664.1485588,1486.5522916999998,918.6917404,245.11804800000002,3225.935213,1404.7091344,200.42159400000003,1052.38224,6806.307264000001,8365.697720400001,1584.1857845000002,13108.1238768,301.35814380000005,1704.2448597999999,350.18682199999995,434.1070822,22841.648856599997,34081.042429,61.7650605,33440.4400655,4823.61484,16864.1928192,8207.219200799998,4714.076179600001,70.5950464,1973.2861156000001,4009.46754,1027.3200552,745.8482631,4945.8170052000005,665.2213182,1226.6369904,119.7782216,66.284306,164.01999360000002,39.36002,20908.3267692,5.8365684,625.0734064,1372.260615,152.8510099
Lung Cancers,1138.6434215000002,595.337464,19759.526154799998,2956.06872,228.05949860000004,1305.0244460000001,4815.0871962,5888.9326716,141.46485,87.4186565,1494.9799648000003,7953.8130851999995,1697.115186,1978.7883434999999,189.1990855,2226.5125994,475.94784799999996,3792.4808127999995,12.4450438,36.296421200000005,1796.2757864999999,4852.2669693,521.1880196,39.1492764,15081.10956,3786.7280123999994,2744.4390568,94302.6552699,1550.9017356,5626.576648199999,473.2248728,61.355491400000005,71.6128028,2923.2222125999997,51375.611088900005,725.8112056,594.0090496,1794.8252156,117.80905960000001,105.59376,8660.8810385,2345.7396952,6004.7767014,524.7144,1798.1509517999998,,78.13512390000001,29731.8928418,1182.9147862,1293.0250965999999,2186.0065612,7080.430400999999,771.2494651999999,3699.4188648000004,871.558857,1497.7209994999998,216.866,4341.5834736,18628.859529,954.9957247,4770.6363225,1040.754688,239.6652435,2858.4322064999997,466.11948240000004,1213023.8544150002,13441.430177999999,2579.4144948,,3915.1830329000004,,13141.391311100002,,4667.13272,7013.4170046,171832.15128600004,9314.3014848,1060.191195,39541.3594245,2400.82996,527.2763846,3255.0173172000004,4411.3669312,14421.4615872,4819.3484976,94.3260156,29499.6566808,3975.2970465,3096.26528,8228.114512,4173.311659,2188.0864369,225.3136191,,7409.653728400001,,710.500392,10755.191391200002,42815.192635299994,3360.5811639999997,47.167756600000004,10214.551278,3906.5822288,779825.6218367999,1032.4910526,632.2829694999999,6417.4889777,5945.263954000001,22610.5995136,2277.9230375,778.3771059000001,2383.8650442000003,87.1231629,3852.7776027000004,36.866416,677.1631808,16035.460615199998,2460.2550687,30.69165,876.1997361000001,43416.757600799996,682.1646627,61.002604299999994,760.2190830000001,14407.3808546,40051.05378,12277.816130199999,3280.2473268,,1188.9362694,8379.5571411,21.1544397,483.4174575,502.4633562,56226.0511218,9046.2148812,118.11933,1596.0578165000002,956.4366175,5732.1357828,200.0201736,2800.10528,46.27370640000001,3320.1449376,6214.2759735,1060.9274848,1050.9436308,1399.8161522,7920.7608051,185.8125501,10256.341914,7396.876224,14908.7484475,971.2608235000001,7962.8224842,486.3217464,1660.5159695000002,277.16005789999997,390.87404399999997,16049.8629009,111132.6447745,221.95978200000002,23631.8065734,5810.26333,68708.4105876,21172.988187600004,3430.9786529,187.5147136,961.1352228000001,5482.449232000001,260.34021900000005,536.0506587,13997.883314100001,502.9264836,10956.5255904,2736.0630055,466.11948240000004,100.34328959999999,574.8530921,33250.8585864,14.9439654,2526.0086708,1410.2283,1735.4383615000002
