,Belarus,Mongolia,Russia,Guatemala,Slovenia,El Salvador,Ukraine,Poland,Latvia,Estonia,Paraguay,Kazakhstan,Denmark,Kyrgyzstan,Lithuania,Nicaragua,Finland,Haiti,Grenada,Bahamas,Lesotho,Honduras,Moldova,Saint Lucia,Germany,Bolivia,Cuba,United States,Austria,France,Mauritius,Iceland,Belize,Hungary,Brazil,Croatia,Slovakia,Czech Republic,Luxembourg,Suriname,Mozambique,Belgium,Canada,Turkmenistan,Serbia,Swaziland,Micronesia,Mexico,Norway,Eritrea,Azerbaijan,Somalia,Costa Rica,Netherlands,Uruguay,Sweden,Djibouti,Rwanda,South Africa,Botswana,Zambia,Namibia,Vanuatu,Tajikistan,Solomon Isl.,India,United Kingdom,Ecuador,Cote d Ivoire,Burkina Faso,Bosnia/Herzeg.,Uganda,Equ. Guinea,Burundi,Cameroon,Pakistan,Angola,Switzerland,DR Congo,Togo,Gabon,Romania,Malawi,Kenya,Chad,Samoa,Ethiopia,Guinea,Benin,Ghana,South Korea,Sierra Leone,Comoros,Saint Vincent,Niger,Sao Tome,Gambia,Madagascar,Nigeria,Laos,Montenegro,Tanzania,Australia,China,Ireland,Georgia,Mali,Cambodia,North Korea,South Sudan,Liberia,Peru,Cape Verde,Senegal,Tonga,Bhutan,Argentina,Chile,Barbados,New Zealand,Nepal,Panama,Kiribati,Mauritania,Afghanistan,Myanmar,Thailand,Zimbabwe,Timor-Leste,Portugal,Malaysia,Seychelles,Bahrain,Albania,Philippines,Yemen,Brunei,Bulgaria,Israel,Spain,Guyana,Syria,Malta,Uzbekistan,Saudi Arabia,Libya,Oman,Greece,Sri Lanka,Cyprus,Sudan,Morocco,Iran,Lebanon,Italy,Qatar,Tunisia,Kuwait,Jamaica,Japan,Indonesia,Fiji,Turkey,Algeria,Bangladesh,Egypt,Iraq,Maldives,Jordan,Venezuela,Singapore,Armenia,Colombia,North Macedonia,Papua New Guinea,Central African Republic,Solomon Islands,Trinidad And Tobago,Guinea Bissau,Vietnam,Antigua And Barbuda,United Arab Emirates,Dominican Republic,Republic of the Congo
Colon-Rectum Cancers,269.3057055,188.17384600000003,5166.0799548,990.7309104000001,47.607680200000004,388.5236795,2059.8601902,1286.784774,46.211851,26.265393,514.2559898,771.7226577000001,134.95830660000001,415.59122149999996,87.6577058,453.1194936,180.62747199999998,1369.4436128,5.5248793,16.2409772,241.6456872,581.4004309000001,265.4347654,9.475153200000001,2471.6262890000003,806.6057511,412.2888224,12511.9002078,353.05080159999994,2082.2250009,80.6300912,6.6883628,17.694446,277.2520737,13455.011096100001,146.5580319,225.4832146,198.1161485,11.705788600000002,33.9073296,2619.205453,297.8533111,1128.4904046000001,528.93624,223.6766976,,9.339867599999998,9424.9842443,132.2782804,226.97094400000003,520.1397800999999,1420.8540467999999,329.0800228,551.7428784,185.14980899999998,280.759567,81.01599999999999,909.2457036,3694.9313870000005,190.95211239999998,1498.2923325,158.8065625,28.380198000000004,571.3049355,36.6796056,64860.206095,2084.1005376999997,1097.3979588,,1659.7198762,,2886.2575416999994,,816.8968608,2689.0959219,14667.251375999998,3263.6208095999996,308.1045432,6932.052592200001,596.8960003999999,142.0018292,534.8078098,1214.7519519999998,3333.8203519999997,1647.5141591999998,10.1389554,7334.676914399999,1016.478333,1144.43008,2184.427682,933.0991670000001,832.7970252,69.1332795,,1830.0222863999998,,162.4000896,1575.6189242000003,23128.8618858,424.892704,4.396462,4468.1195064,668.0969608,47785.5493632,164.4282738,210.2291009,1648.4178062,879.4175589999999,977.0171264,894.3786275,391.4645094,1704.6448518,31.0240746,1123.5175017,7.8108604999999995,41.3581888,2201.0341938,1028.4516138,19.484025,168.2959317,1395.6531032,324.0390017,14.6205576,338.0301366,2499.1998132,2856.5145,3008.3790517999996,1211.328306,,243.70134510000003,1307.5863596000002,6.5499102,80.99497,126.623068,6289.9538772000005,2403.9726984,41.123026,255.00793149999998,245.81719399999997,958.4729489999999,56.317123200000005,1410.5530348000002,22.253767200000002,1680.1539905999998,2168.9041633,443.8854632,332.9520152,247.0263798,970.0201797,17.2652337,2872.12653,1723.7231519999998,3981.2657826,276.4305225,1565.9612934,109.7681193,869.8503584,225.05909169999998,137.1020321,3149.2638789000002,12117.096144499998,104.4358425,5043.4762066,2718.764728,7740.401001,7910.449429200001,2747.1962719,22.5947392,702.9959326,2818.0016539999997,112.32656639999999,269.3587887,2981.7374126,41.4591426,561.8731071999999,372.8580124,36.6796056,111.95904,180.46569169999998,6414.6123561,4.0640535,533.0926678,781.04952,362.53831590000004
Congenital Anomalies,26680.163490500003,9304.442678,298435.97479,15274.813276800001,1196.2209252,5353.713607000001,133593.5227814,47474.7888384,2766.109367,1066.4014865000001,5467.803630799999,34104.1329241,2085.19272,16073.6592215,4755.838882999999,8244.9199084,3246.86192,21150.549187200002,128.726312,350.41972839999994,3338.6950665,12796.752244,9913.8674688,110.47000320000001,46994.41306780001,11744.226428099999,11060.440524000001,243253.84821989998,6059.504574400001,19693.0182687,1307.6318575999999,185.8409378,291.9782404,14980.3062957,144837.98674380002,4274.4040004,5438.3493962,12734.0493071,306.10324199999997,723.1999295999999,35659.3257915,5171.2897826,17040.582531,16805.938799999996,10179.037215,,322.4784828,119146.7570473,2173.917641,4234.426674,39381.5773857,20607.1516452,2075.3436732,6586.644796799999,2077.637913,5148.605297,1198.1476,10080.711269399999,49676.958744,3140.1275331,15699.89757,2686.2447660000003,919.714988,37172.9713875,1963.457914,1941942.170572,29245.2935388,10231.2070146,,27548.423486699998,,37658.5710631,,12712.4371744,32489.481725700003,427559.21330400003,35449.5609792,3592.5335921999995,97156.2099744,11857.616385199999,2393.5543436000003,29583.7212198,15755.4284672,39091.732192,19251.112608,376.5302478,90119.9566332,16481.657725,13731.94864,37265.776942000004,14242.579593,11122.3073969,913.08105,,28692.1351332,,3445.9269012,32700.3231562,208015.45925989997,10166.867544,948.6936930000002,45487.607007000006,9526.7566624,1404348.2082431999,2653.0724177999996,8571.1242162,21646.115393699998,18310.610468,27163.1384192,7526.66069,5000.5292047,13175.552858399999,682.0292529000001,17951.164136699997,120.2280625,906.9480432,33946.5458514,7017.557387100001,159.5506,2391.3453447,29774.9040952,2310.1262518,294.08343799999994,4537.1362764,117450.7127166,49148.37234,32666.389703999997,23171.298516,,4002.2082825,44085.7272379,95.52444109999999,2684.9151925,5144.349917199999,210516.20894580003,83059.3445472,396.6622093,14645.932370999999,2993.084003,16303.3910886,1517.6520839999998,48921.339373200004,330.1417011,118661.7123162,69965.4365487,10918.482988,15419.457207000001,6568.6086308,21693.7625619,638.5721751,101423.33838,89349.39259199999,119698.3516199,14416.0223845,25653.9527718,6558.4290492,19456.9924597,4020.3155394,1471.4038822999999,38727.0923582,344612.40253849997,2055.1898069999997,80914.9008798,67688.47151840001,155252.6813541,274368.7705644,91409.6375918,559.733312,10090.899526000001,28242.575607999996,3549.9875256,5969.7493478,38716.7917619,2823.5967822000002,13685.3679104,7803.9375186,1963.457914,1141.982208,2744.5741946000003,84363.3464193,75.9831111,14258.9925634,15666.551621999997,7379.8895538
Coronary Heart Disease,207.885106,201.94266400000004,10390.533694400001,11329.8052032,125.5678552,1360.1571884999998,1312.01286,4038.2333937,205.40696220000004,66.857364,2984.967153,2332.0670094,524.194281,379.0557294999999,213.42745759999997,2956.5384502000006,194.47927199999998,7778.8046016,73.37624829999999,158.3593588,3160.8883995000006,1737.2680678,277.53665440000003,108.5970078,5429.199441600001,5634.567236700001,959.3643752000002,35020.0804758,763.7425504,3727.1174781,1327.8529687999999,14.4004546,214.122678,1094.5177683,52374.6403488,677.369055,406.74332899999996,1647.0412778,30.234737400000004,315.3147,17781.2169715,487.9231283,2724.9835187999997,971.0232000000002,1678.4489690999999,,197.83956,92651.0763058,262.9301885,1810.8025626,2533.7803323,7658.9436817999995,757.4953466,962.9798064,415.45810800000004,691.7996525,471.8688,4734.035679,44285.798823000005,2348.3347222,7892.2318815,1563.164756,250.814607,3197.0186040000003,625.8200124,351763.1177365,2437.1077948999996,4696.5809748,,7874.262939100001,,18438.1999217,,4319.9218272,15131.14191,115747.58616,14014.1783808,378.2069814,32976.5085846,3092.9312864,1433.5952694,1036.9115448999999,6892.521705600001,16362.6053728,5865.6760344,163.9693296,38604.7728504,5685.186955499999,4544.98768,13883.389592000001,3506.812254,3030.4558417000003,330.01357950000005,,8145.535706000001,,909.875502,8116.237375799999,69056.762315,2646.848728,98.0411026,18798.3584046,2167.49014,123206.11522560002,231.0883848,956.2033299,7259.9236305,5513.914656999999,3047.0560512,3146.5560975,1599.7445003,4378.6622112000005,165.8509221,6335.901976800001,102.0485225,212.6551648,5292.4251354,2095.1356296,116.21445,402.1742322,4696.8534496,1015.6961517999999,249.2781181,1538.1068664,15937.2648524,26192.87772,12410.436088400002,8586.3111948,,1100.2249011,4796.6410518,23.7311311,2242.67585,122.3063725,48686.8729554,4599.1636488,246.78190389999997,563.5188895,1208.312686,2342.4143778000002,649.6919519999999,2625.0987,63.8912721,8621.666692800001,7014.995006499999,1317.2266764,2967.4603686,467.9951246,10137.0320766,177.9647166,6678.242298000001,8212.5996,17504.130571600002,1027.2294725,5568.5341746,3245.5062045,1672.3345884999999,631.1903937999999,1825.8555722,1707.4322235000002,133288.05758949998,2183.8296645,16926.8507469,5810.26333,41979.32372669999,28622.9327988,17456.561962,93.94654719999998,3527.2234238,11778.166347999999,74.8843776,503.75131,4645.6079483,678.1382369999999,8658.0351248,2867.4326678999996,625.8200124,974.8833407999999,870.2500421999999,32880.9719862,50.0515119,4732.557357,2997.277533,2816.4316048
Diabetes Mellitus,9.449323,54.419613999999996,321.0558164,3353.7943296,1.2473627999999999,186.80270399999998,284.269453,336.83483789999997,4.9041148,3.979605,198.28455639999996,234.7088375,50.9713776,76.985501,18.783794099999998,136.4658124,6.6488640000000006,2800.4608768000003,1.3840329,5.702037999999999,3044.135829,1280.6656850999998,4.033963000000001,3.4705502999999998,1164.5967938,868.4727624000001,117.79680640000001,5130.5410905,49.535189,561.3521946,17.931928799999998,0.5459888,11.0938212,121.72042259999999,5271.473541599999,25.8631821,19.108747,106.01891189999999,2.7543032000000003,35.0805936,18112.5245825,132.1217022,339.679386,306.38496,76.88886480000001,,22.9585908,3623.0103593,49.87541720000001,3618.7679884000004,302.1474746,20472.0592582,69.2800048,202.19148959999998,66.348243,88.873532,489.6528,5166.6397602,19791.309853,722.1846517,10065.2153625,968.592986,142.085277,576.073758,440.91083960000003,889412.8261325,583.8196946,419.90468519999996,,17481.4072099,,21040.86322,,9845.569152,14841.7920033,145258.80278400003,22069.701648000002,61.4478162,50145.4295397,5069.8905776,469.40730060000004,103.88353140000001,11604.2288832,28746.1348416,19134.4889736,16.6469346,72599.50582199999,10248.833218000002,8177.0984,9471.032112,466.54958350000004,7269.4246078999995,489.32448270000003,,22659.839448400002,,993.7338816,16952.4412196,162829.6613511,2029.153684,0.3768396,27979.507711200004,130.0494084,10363.131187199999,27.157823000000004,17.1534181,19785.063841000003,3066.258181,438.23987199999993,10059.8006575,2426.1695756999998,1091.3683674,53.041159799999996,8591.3089437,4.4286205,202.3927784,420.3206982,212.18983110000002,3.9657749999999994,36.6489708,8647.8046144,156.19456540000002,98.41403109999999,2051.8940754,3783.8352312,9249.666,4865.0584665999995,7730.2067724,,67.2982794,2145.8657337,5.7237954,44.4111075,7.1944925,7057.021423200001,3910.1838803999995,5.7309749,27.79378,100.404206,285.2041458,51.912431999999995,1816.5683004000002,0.3532344,532.1603277,887.7537105,122.3089976,150.64546700000002,21.888413399999997,528.9072503,28.855880100000004,5796.872172,1299.251712,1999.0321862,86.00060699999999,386.9556864,28.2343194,185.55231830000002,10.249370399999998,31.3883702,670.3252433,90235.4405885,147.01698,733.7498829000001,986.64849,48764.5263063,3397.5022127999996,1391.6982578,22.702848000000003,169.3720244,1481.512474,19.8911628,11.2603234,727.6253413,1.2500244,4351.8324736,9006.5495016,440.91083960000003,16.793855999999998,1523.8231743000001,4351.0344813,0.7932249,309.5695826,495.74948700000004,2426.8546625999998
Diarrhoeal diseases,463.9617593,154.07963,6114.653957800001,492.67812,10.39469,135.56168449999998,2051.1134378,526.0678929,106.38156719999999,22.153134499999997,181.879719,696.6158297,26.6441292,230.3040835,123.59192060000001,170.25103779999998,66.48864,1236.0340352,3.713259,25.0889672,207.15547829999997,225.82503959999997,167.8128608,8.9609976,351.8925564,424.89796440000003,228.7976432,3938.9315469,30.621753200000004,593.9889501,38.4073936,1.2284747999999999,23.817917200000004,75.3507378,4931.3784743999995,59.1158448,115.7444104,116.72789290000001,1.6275428,28.158336000000002,1359.6114225,60.2660396,267.9692934,140.52696,62.0353341,,17.6100213,1830.8450925999998,48.791169000000004,119.8690298,340.6763472,1028.2914633999999,94.7505948,82.2473856,62.179767000000005,83.8238995,30.8256,277.17746520000003,2407.932814,87.2453617,590.1249554999999,103.9230145,38.577412,560.813526,90.9434416,51888.164875999995,271.54404400000004,478.12676339999996,,742.0661915,,1065.7654631,,476.82043839999994,1003.4336214,4682.917608,1179.8991647999999,40.6767234,2776.4034930000003,230.1485272,43.6243864,490.56112049999996,426.5979296,1220.6084192,767.0878488,14.722318799999998,2805.1115471999997,474.09389949999996,466.7432,739.535972,364.0112135,316.6862251,31.4795562,,1045.7270208000002,,62.350034400000006,728.2737734,4473.2290813,546.394556,9.42099,1326.0996396,168.29923440000002,52679.2502016,51.846753,93.3465078,759.4062375,1171.9994465,1149.7351936,343.6473575,116.32666299999998,586.8990011999999,28.633330500000003,420.27256769999997,4.692858,21.8365064,384.16407899999996,265.7151939,1.551825,56.4201261,1567.5602703999998,105.2803148,8.875060699999999,97.642818,1082.2080188,2306.97552,3832.0187922000005,994.3296156,,61.180254,851.2257736999999,11.4475908,22.6309475,25.0368339,4098.3323172,1005.1349868000001,9.668285899999999,107.7008975,37.2188005,322.60796819999996,145.3548096,211.7579618,1.5454005,1134.6059817,793.7562588,76.27134120000001,250.7353366,216.7995232,693.7892676,24.14718,1324.247652,431.853552,974.3182083999999,61.429005,278.1243996,44.944426799999995,125.2773614,22.2069692,10.0679678,2681.3009732,4868.7203469999995,59.6135925,556.6378422,442.89554439999995,7493.3669265,1115.4450036,627.4708908,17.1892992,95.90945959999999,392.41597199999995,25.7415048,20.742701,707.2721849,15.2086302,230.83321920000003,207.67998099999997,90.9434416,32.468121599999996,79.11364019999999,5217.3478344000005,2.3600889,180.9943566,248.41713900000002,105.9472704
Drownings,299.5435391,37.700334999999995,7880.460948000001,338.60423519999995,23.076211800000003,74.59135749999999,962.142764,261.1416159,32.4426056,76.0104555,40.6554666,694.7381590000001,178.9790418,160.495197,112.7027646,56.97116439999999,250.440544,151.6536224,1.1927438000000001,2.4381128,35.7755583,186.2066116,45.5837819,1.6893684,1675.67884,273.14869139999996,52.102433600000005,70437.36413280001,163.01580380000001,1116.1770381000001,14.7525088,15.0488163,1.7098004,41.5395093,2295.6417036000003,56.6526846,37.1255656,113.51519860000002,6.572769,7.626215999999999,287.550002,228.3155731,3283.5673979999997,50.66208,57.6666486,,0.8396678999999999,1521.4064853999998,241.2452245,51.4231045,49.6819673,98.5379764,56.035298000000004,176.4891816,26.400347999999997,414.069865,13.2392,72.53242080000001,901.492088,32.922778,218.76906449999998,44.211747,0.737148,34.335522,1.2363912,12972.041218999999,2824.0580575999998,229.359702,,296.8264766,,498.5769763,,91.5590368,1420.2036704999998,1192.8186360000002,358.2423648,159.24504480000002,1119.5175375,250.0174648,50.524161799999995,232.7760611,109.04072639999998,209.7080544,372.86711280000003,0.8333387999999999,816.2414747999999,284.9816515,286.10752,1028.514314,102.53837,252.8703611,9.478650900000002,,273.5350772,,57.516698399999996,107.9949702,11976.7101209,38.560468,11.1795748,884.0664264,1672.7923904,19286.9385984,166.8971668,66.2201722,263.260829,75.2353425,319.6573184,66.0429775,83.9575046,633.0595968,17.4023931,264.5540466,0.5390445,7.4845976,655.338723,124.2553065,1.0058125,66.54681539999999,122.3745936,32.3607525,0.5016858000000001,123.68090280000001,529.4255056000001,457.04232,774.7797558000001,343.3335444,,65.2589376,352.78938910000005,0.7671066000000001,17.01575,20.144579,799.9418694,799.3358352000001,3.1935966999999996,60.451471500000004,59.72319149999999,514.3025580000001,16.6749024,330.76243619999997,6.004984800000001,304.5697473,703.2401942,423.9587164,27.5757804,203.24955300000002,248.3936884,11.1077028,1464.565284,346.95926399999996,2200.6152638,290.0814125,471.6022428,23.048424,222.19003719999998,57.6527085,11.844668,417.3723213,1039.389737,4.661514,953.0314570999999,1078.7356823999999,3853.7315621999996,133.0347252,695.8491289,2.4865024,167.3313976,230.331114,15.210889200000002,28.7434571,468.1225972,8.1251586,17.894048,64.2359011,1.2363912,16.234060799999998,28.536014499999997,1275.1353849000002,1.1849409,493.53105980000004,165.973023,105.9472704
Drug Use,99.21789150000001,78.02330199999999,1576.0921896,657.5013456,47.191892599999996,216.63924699999998,310.5097102,522.2832318,33.1970848,33.2960285,676.1646024000001,306.06032409999995,256.5945486,57.412915999999996,41.3787928,200.72398619999998,131.869136,1125.4295135999998,23.9448944,62.91904,301.6286592,468.4879111000001,34.2886855,18.3443373,4314.873013,408.555735,305.81863200000004,27208.417912200002,526.874283,3126.6011769,77.577848,7.882713300000001,27.8737228,323.6217585,15261.766140599999,46.8000438,105.3710906,378.0270293,27.793423200000003,39.421670400000004,1437.75001,558.6198286000001,1664.4289914,139.32072,185.2322652,,7.8330663000000005,11719.987247699999,172.93758789999998,106.39263,327.4954171,568.9773476,155.370599,558.5968272,254.62440899999999,312.06728849999996,33.1968,361.36688219999996,6939.11673,153.0909177,602.9937239999999,118.91435399999999,14.4665295,201.24430949999999,24.9338892,17802.0565665,1927.9627123999999,525.7630092,,5236.2698865,,1344.7856057999998,,391.20679359999997,2460.8015001,13363.98657,1449.4025952000002,280.40975280000004,9574.1139807,979.3730492,150.0144716,115.426146,451.46686719999997,1446.4478624,1008.5480495999999,8.492119200000001,2644.162524,1180.6382704999999,1322.64112,2137.818272,1081.7798034999998,749.836402,28.8707532,,1517.7565788,,269.9418156,703.3518572,14450.385188899998,246.64148400000002,4.8361082,2807.5082460000003,1229.0944088,21733.789017600004,159.9842664,76.99092309999999,1445.9094762,545.038259,412.46105600000004,261.933165,283.7359041,464.9031414,10.563753,1078.3088988000002,3.7627420000000003,12.808692800000001,2860.8924942000003,886.9917264000001,47.64677499999999,190.4782035,332.1596112,255.86568309999998,10.7384651,204.11998619999997,1673.9188779999997,1583.32518,1409.9595556,1006.2199547999999,,531.2485389,925.6675714,5.605779,249.11058,61.29707609999999,16743.9887184,847.0573775999999,110.2009601,92.4143185,650.0306785,1846.813731,196.16606880000003,518.0194768,11.6567352,341.38587060000003,2064.4625503,208.8872768,75.0674022,270.999404,389.7211318,71.8378605,1578.57336,1236.50376,2377.0004567,152.889968,2896.1214654,132.8165433,277.7375465,71.3185357,164.64088519999999,2984.8444796,4950.777431500001,34.423488,2572.3415434999997,977.8782812000001,1613.9559534,3029.0983583999996,543.0036555,36.756992,238.75333559999999,790.5191319999999,28.6666758,41.485402,1317.8668769,9.791857799999999,246.93786239999997,676.6503567,24.9338892,107.760576,233.4049186,2024.6424432,21.8969244,430.23248699999994,606.3981689999999,350.9503332
Endocrine Disorders,658.6178130999999,274.39287299999995,8449.6053498,1942.0475712,230.1384366,228.31441600000002,2064.2335663999997,2267.0119989,89.97164459999999,61.4185705,115.54711560000001,721.0255487999999,205.62317099999999,165.714553,211.79408420000001,371.6374794000001,452.676824,818.7015104,3.8820435000000004,19.5442268,176.5213176,420.9457975,109.72379360000001,7.547069700000001,4725.4143288,1157.9636831999999,1300.2955168,18800.950576799998,393.57959259999996,2604.4130889000003,45.2749408,11.0221489,17.6149204,754.4734131,16239.539458799998,330.88452020000005,711.3913525999999,390.87780649999996,28.7323902,38.717712,3594.375025,658.2905863999999,1913.5272078,117.00528,189.6009507,,10.409581500000002,2746.2676389,309.010737,311.0211217,316.3423224,1260.3325046,96.788242,1408.4864784000001,31.26357,395.89118799999994,76.9652,994.7303423999999,1773.3298310000002,104.6474015,1680.2934870000001,111.0375485,24.1723115,435.8703765000001,105.9175128,301806.9589995,2925.8870740999996,1160.9129532000002,,2146.7661371,,3558.6503446000006,,969.0988960000001,2829.7889957999996,13894.128186,2833.0726464,639.5765658,7532.1139923,767.4377147999999,177.8361466,888.7813242,1591.6120064000002,4242.5552544,1507.8943151999997,12.2421438,9944.350362000001,1160.9390779999999,1091.088,2749.95519,1712.390779,716.3330734,58.958947800000004,,2991.9411984,,238.041798,1456.5475468,17604.3209006,666.441296,41.515162600000004,4091.7939329999995,1272.4442116,115721.6315904,149.61491579999998,313.9474429,2197.2153805,3265.2138645000005,1634.3769344,574.2380925,361.1184234,1256.2276374,36.7507407,1461.7448271,3.7098944999999994,138.1949928,411.28154340000003,563.9279295,3.850825,272.45616450000006,4530.773644000001,86.7268167,4.992968199999999,309.6672228,1997.0241497999998,7535.7573,3950.6787548,1120.6644695999998,,358.9241568,2200.887932,5.1927216000000005,65.5106375,82.3049942,5928.336319800001,1846.2271716000002,27.8236644,207.7585055,77.0342615,1159.5184944,11.9555904,525.01974,20.0018979,850.1177562,6586.7843932000005,278.97445519999997,471.8522424,317.903147,824.4100865,31.029126299999998,2152.998666,2842.11312,3258.9264212,154.9376015,1287.8368937999999,178.3371807,426.65214589999994,125.12773030000001,69.2913078,2504.2339278,25355.639110499997,39.1746465,4132.614283,1482.1652872,4347.7997112,2629.9941827999996,1114.1630561,31.351551999999998,289.7690056,901.419298,171.41502060000002,29.9287543,1394.1912134,52.709362199999994,1240.9522288,443.85558729999997,105.9175128,36.6665856,180.07209150000003,13432.723902,0.0,527.1584266,426.32286300000004,401.16492489999996
Falls,423.32967040000005,98.3487,4742.870015,243.6517248,3.5341946,21.404476499999998,1172.0648216000002,321.6961935,65.6396904,28.785809499999996,69.8988724,358.63510369999995,30.6986706,75.02824249999999,29.4007212,19.873662,38.230968,499.4307264,1.7103496,10.4602904,314.2679283,55.465799200000006,54.861896800000004,2.7727677,209.459855,189.1029402,37.3778328,2416.3193523,22.515995,248.0393418,7.8849616000000005,0.30711869999999997,4.2148568,62.7922815,977.7733182000001,18.0631748,27.844174199999998,36.4105354,1.6901405999999999,13.4338728,1737.802186,53.3122658,154.7428314,121.83024,38.444432400000004,,2.3464692,618.8772144,29.2747014,177.32105,483.6387429,979.0224751999999,10.188236000000002,30.8427696,42.032132999999995,40.39706,42.0888,375.61432199999996,3938.0970159999997,145.3305486,711.4590585000001,141.782499,5.344323,321.41863650000005,18.202426,25392.080684,217.2352352,178.1948454,,896.7504117,,1294.4704981,,519.6272607999999,1162.7087994,4307.40063,1074.7270944,12.981933,2713.7105109,324.52598079999996,58.314230800000004,255.8612903,562.4205888,1968.0294336000002,793.3692312000001,2.2222368,4288.1418324,568.6500235,509.1744,1028.514314,169.1883105,339.81947579999996,34.2622794,,1181.2842272,,92.5583844,833.4996418,7091.2018616,122.22940799999999,9.42099,1696.4517912000001,38.249826,8923.8074112,20.2449226,110.4999259,895.0868186,277.53481899999997,232.00934400000003,438.79402,184.6053565,237.3973488,17.5691892,559.2471618,2.8431954999999998,8.7191704,253.09633440000002,240.8641326,0.57475,13.984475699999999,273.88599519999997,11.218394199999999,2.1023024,141.81456899999998,622.853536,255.72606,509.53983939999995,1157.8217796,,57.10157040000001,372.2089884999999,1.7112378,34.201657499999996,13.8134256,701.3188992,1196.0211564,3.7185714999999995,67.39991649999999,20.773284,102.8605116,20.843628,203.00763279999998,0.3090801,568.976451,884.2723234,136.0515816,61.279512000000004,56.2844916,222.69778960000002,2.8976615999999997,1390.021542,955.9835039999999,1931.8378269999998,101.01658599999999,120.923652,63.095060700000005,196.18907539999998,34.164568,13.9174849,417.3723213,1586.4369669999999,30.389485500000003,337.35626800000006,675.3060776000001,1465.7355087,1760.1517488,945.2285855,5.3513855999999995,194.8798594,147.86688800000002,5.2653078,13.6309178,127.2072275,8.958508199999999,535.0320352,238.5904898,18.202426,15.254419200000001,85.01764320000001,564.5637581999999,0.21544380000000002,252.20525099999998,137.768457,151.1955838
Fires,0.9449323,0.6556580000000001,0.0,3.5831136,0.0,0.0,8.7467524,121.10915519999999,37.5353402,3.0510305,3.566269,1.8776707000000001,5.7922020000000005,0.6524195,17.6948785,1.3249108,2.77036,9.1220224,0.0,0.0393244,3.4275984000000004,4.9523035,1.2101889,0.0,276.4870086,3.5019063,69.0923576,3740.329956299999,70.2499044,228.45728849999998,7.121900800000001,0.7507346,0.0397628,34.7772636,1742.9872194,29.5579224,8.189463,11.779879099999999,2.4413142000000003,0.0586632,115.64510949999999,25.4971706,226.452924,2.41248,7.8636339,,0.0460092,670.4503156000001,13.010978399999999,11.3485472,1.0139177000000001,73.1088212,1.0188236,11.9944104,2.7789840000000003,27.268015500000004,1.976,23.313992399999997,11.861738,0.7054881,44.121492,1.016362,0.2150015,8.5838805,0.5495072,1518.0048235,196.86943189999997,1.7643054,,131.6906199,,86.9079133,,40.4286656,45.1279671,1811.3171879999998,29.5796448,8.654622,125.38596420000002,14.901703199999998,1.7805872,51.941765700000005,36.3469088,333.3820352,55.84793760000001,0.039682800000000004,241.4235348,40.711664500000005,26.67104,46.60941,87.15761450000001,22.3355524,1.8261621,,94.4059116,,2.416668,27.691018000000003,556.5768903000001,5.092892000000001,0.0,95.57474880000001,130.0494084,143.9323776,15.8009152,0.39891669999999996,68.85283220000001,60.18827399999999,7.7336447999999995,20.148705,7.080753400000001,3.2971853999999996,0.3335922,21.767105100000002,0.274807,1.0802512000000002,99.43070279999999,21.027821099999997,0.0,21.2178252,34.9641696,0.8629534,0.2150082,5.1146238,62.2853536,21.76392,6.9799978000000005,25.2669708,,49.9638741,6.4731998,0.0393388,0.0,0.0,0.0,17.895578399999998,7.3933951,6.253600499999999,32.891033,294.5551014,0.31462080000000003,1.7500658000000002,0.7947773999999999,0.0,10.4441613,0.6871292,0.0,19.8038026,0.0,0.9658872000000001,26.309556,7.382112000000001,0.0,4.095267,822.2808336,0.2881053,1.1818619000000001,0.42705709999999997,0.0,632.382305,601.751953,0.179289,16.8678134,4.3851044,263.5030128,133.0347252,4.0222493,0.1081088,2.0406268,22.748752000000003,2.3401368,50.671455300000005,61.0594692,0.0,10.736428799999999,11.1084641,0.5495072,0.1399488,4.9200025,77.8708632,0.0,1.9780804,18.441447,4.9662783
